충전소명,주소,Latitude,Longitude,ID,충전기 형태,충전기 용량,x,y
농수산물도매시장,대구광역시 북구 매천로18길 34농수산물도매시장(매천동 527-3),35.9025772,128.5431863,4,AC완속,7kW,,
다사읍 행정복지센터,대구광역시 달성군 다사읍 매곡로 7다사읍 행정복지센터(매곡리 885-1),35.8619037,128.4540961,1,DC차데모+AC3상+DC콤보,50kW,,
다사읍 행정복지센터(서재출장소),대구광역시 달성군 다사읍 서재본길 25다사읍행정복지센터(서재)(다사읍사무소 서재출장소),35.8619037,128.4540961,1,AC완속,7kW,,
다사체육공원 주차장,대구광역시 달성군 다사읍 다사로 441다사체육공원(달천리 137-2),35.8905147,128.4789835,1,DC차데모+AC3상+DC콤보,50kW,,
달서구청,대구광역시 달서구 학산로 45달서구청(월성동 281),35.8297339,128.5326441,1,DC차데모+AC3상+DC콤보,50kW,,
달성군농업기술센터,대구광역시 달성군 옥포읍 비슬로 2040달성군농업기술센터(교항리 2521-7),35.7824203,128.4467845,1,DC차데모+AC3상+DC콤보,50kW,,
달성군청,대구광역시 달성군 논공읍 달성군청로 33달성군청(금포리 1313),35.7745414,128.4313244,1,DC차데모+AC3상+DC콤보,50kW,,
달성군청,대구광역시 달성군 논공읍 달성군청로 33달성군청(금포리 1313),35.7745414,128.4313244,2,AC완속,7kW,,
달성문화센터,대구광역시 달성군 다사읍 대실역북로2길 188달성문화센터(매곡리 1515-3),35.865245,128.4607069,1,DC차데모+AC3상+DC콤보,50kW,,
대구과학관,대구광역시 달성군 유가읍 테크노대로6길 20대구과학관 주차장(상리 917),35.6888802,128.4637065,1,DC차데모+AC3상+DC콤보,50kW,,
대구과학관,대구광역시 달성군 유가읍 테크노대로6길 20대구과학관 주차장(상리 917),35.6888802,128.4637065,2,AC완속,7kW,,
대구과학관,대구광역시 달성군 유가읍 테크노대로6길 20대구과학관 주차장(상리 917),35.6888802,128.4637065,3,AC완속,7kW,,
대구과학관,대구광역시 달성군 유가읍 테크노대로6길 20대구과학관 주차장(상리 917),35.6888802,128.4637065,4,AC완속,7kW,,
대구도시철도공사,대구광역시 달서구 월배로 250대구도시철도공사(상인동 1500),35.8192863,128.5408989,1,DC차데모+AC3상+DC콤보,50kW,,
대구부광교회,대구광역시 북구 칠곡중앙대로52길 38대구부광교회(태전동 608-12),35.9218148,128.5495474,1,DC차데모+AC3상+DC콤보,50kW,,
대구사격장,대구광역시 북구 문주길 170대구사격장(40 대구사격장),35.9112683,128.524302,1,DC차데모+AC3상+DC콤보,50kW,,
대구시청,대구광역시 중구 공평로 88대구시청 주차장(동인동1가 2-1),35.871479,128.601482,1,DC차데모+AC3상+DC콤보,50kW,,
대구시청,대구광역시 중구 공평로 88대구시청 주차장(동인동1가 2-1),35.871479,128.601482,2,AC완속,7kW,,
대구은행 본리동지점,대구광역시 달서구 구마로 180대구은행 본리동지점(본동 225-3),35.8369747,128.5474158,1,DC차데모+AC3상+DC콤보,50kW,,
대구은행 시지지점,대구광역시 수성구 달구벌대로 3196대구은행 시지지점(신매동 567-10),35.8402193,128.7062412,1,DC차데모+AC3상+DC콤보,50kW,,
대구은행 제2본점,대구광역시 북구 옥산로 111대구은행 제2본점(칠성동2가 2-4 대구은행 제2본점),35.8841889,128.5885533,1,DC차데모+AC3상+DC콤보,50kW,,
대구은행 파동지점,대구광역시 수성구 수성로5 (입구 좌측),35.8261163,128.6100013,1,DC차데모+AC3상+DC콤보,50kW,,
대구의료원,대구광역시 서구 평리로 157대구의료원(1162 대구의료원),35.859603,128.540617,1,DC차데모+AC3상+DC콤보,50kW,,
대구지식서비스센터,대구광역시 동구 동대구로 481대구지식서비스센터(신천동 92),35.8731756,128.6248576,1,AC완속,7kW,,
대구지식서비스센터,대구광역시 동구 동대구로 481대구지식서비스센터(신천동 92),35.8731756,128.6248576,2,AC완속,7kW,,
대구체육관 주차장,대구광역시 북구 대구체육관로 39대구체육관 주차장(산격동 1427-1),35.8937914,128.6034045,1,DC차데모+AC3상+DC콤보,50kW,,
대구환경공단(달서천),대구광역시 서구 염색공단로 130대구환경공단(달서천)(비산동 3016),35.8846587,128.5375558,1,DC차데모+AC3상+DC콤보,50kW,,
대구환경공단(달서천),대구광역시 서구 염색공단로 130대구환경공단(달서천)(비산동 3016),35.8846587,128.5375558,2,AC완속,7kW,,
대구환경공단(본부),대구광역시 달서구 달서대로 210대구환경공단(본부)(대천동 770),35.8233091,128.4959538,1,DC차데모+AC3상+DC콤보,50kW,,
대구환경공단(본부),대구광역시 달서구 달서대로 210대구환경공단(본부)(대천동 770),35.8233091,128.4959538,2,AC완속,7kW,,
대구환경공단(지산),대구광역시 수성구 무학로 112대구환경공단(지산)(두산동 499-4),35.829282,128.6207449,1,DC차데모+AC3상+DC콤보,50kW,,
대덕승마장,대구광역시 달서구 앞산순환로 206대덕승마장(송현동 694),35.821512,128.5544752,1,DC차데모+AC3상+DC콤보,50kW,,
대명5동 행정복지센터,대구광역시 남구 대명로58길 11대명5동 행정복지센터(대명동 150 대명5동 행정복지센터),35.8432073,128.5878348,1,DC차데모+AC3상+DC콤보,50kW,,
대명9동행정복지센터,대구광역시 남구 큰골길 53대명9동행정복지센터(2680-7 대명9동주민센터),35.8372729,128.5791977,1,AC완속,7kW,,
도원동 행정복지센터,대구광역시 달서구 한실로 53도원동행정복지센터(1429-5 도원동행정복지센터),35.8074674,128.5323803,1,AC완속,7kW,,
동구청,대구광역시 동구 아양로 207동구청(신암동 36-1),35.8866013,128.6355799,1,DC차데모+AC3상+DC콤보,50kW,,
동구청,대구광역시 동구 아양로 207동구청(신암동 36-1),35.8866013,128.6355799,2,AC완속,7kW,,
동대구복합환승센터,대구광역시 동구 동부로 149동대구복합환승센터 주차장,35.8778436,128.6289975,1,DC차데모+AC3상+DC콤보,50kW,,
동대구복합환승센터,대구광역시 동구 동부로 149동대구복합환승센터 주차장,35.8778436,128.6289975,2,AC완속,7kW,,
동대구복합환승센터,대구광역시 동구 동부로 149동대구복합환승센터 주차장,35.8778436,128.6289975,3,AC완속,7kW,,
동대구복합환승센터,대구광역시 동구 동부로 149동대구복합환승센터 주차장,35.8778436,128.6289975,4,AC완속,7kW,,
동림플라자,대구광역시 북구 한강로8길 20동림플라자(금호동 802),35.8954753,128.517558,1,DC차데모+AC3상+DC콤보,100kW,,
동인동 행정복지센터,대구광역시 중구 국채보상로142길 19-5동인동행정복지센터(318-5 동인동주민센터),35.8678809,128.6091385,1,AC완속,7kW,,
동천동 행정복지센터,대구광역시 북구 대천로 81동천동행정복지센터(동천동 행정복지센터),35.9372328,128.5581691,1,AC완속,7kW,,
동촌유원지 입구 주차장,대구광역시 동구 효동로 1동촌유원지 입구 주차장(효목동 202-27),35.8785641,128.6491004,1,DC차데모+AC3상+DC콤보,50kW,,
두류12동 행정복지센터,"대구광역시 달서구 성당로51길 32두류1,2동행정복지센터(841-6 두류1,2동행정복지센터)",35.8543263,128.57367,1,AC완속,7kW,,
두류공원,대구광역시 달서구 공원순환로 216두류공원(성당동 195-1),35.8472435,128.5577828,1,AC완속,7kW,,
두류공원,대구광역시 달서구 공원순환로 216두류공원(성당동 195-1),35.8472435,128.5577828,2,AC완속,7kW,,
두류공원,대구광역시 달서구 공원순환로 216두류공원(성당동 195-1),35.8472435,128.5577828,3,AC완속,7kW,,
두류공원,대구광역시 달서구 공원순환로 216두류공원(성당동 195-1),35.8472435,128.5577828,4,AC완속,7kW,,
두산오거리,대구광역시 수성구 지범로 15두산오거리 도로변(두산동 954-10),35.8290173,128.6245857,1,AC완속,7kW,,
두산오거리,대구광역시 수성구 지범로 15두산오거리 도로변(두산동 954-10),35.8290173,128.6245857,2,AC완속,7kW,,
두산오거리,대구광역시 수성구 지범로 15두산오거리 도로변(두산동 954-10),35.8290173,128.6245857,3,AC완속,7kW,,
두산오거리,대구광역시 수성구 지범로 15두산오거리 도로변(두산동 954-10),35.8290173,128.6245857,4,AC완속,7kW,,
만촌2동 행정복지센터,대구광역시 수성구 무열로 12만촌2동행정복지센터(만촌2동 행정복지센터),35.860134,128.647277,1,AC완속,7kW,,
만촌3동 행정복지센터,대구광역시 수성구 교학로2길 45만촌3동행정복지센터(만촌3동 행정복지센터),35.855522,128.6506349,1,AC완속,7kW,,
매천역환승공영주차장,대구광역시 북구 학정로 6매천역환승공영주차장(669 매천역),35.9090861,128.5458209,1,AC완속,7kW,,
매천역환승공영주차장,대구광역시 북구 학정로 6매천역환승공영주차장(669 매천역),35.9090861,128.5458209,2,AC완속,7kW,,
명복공원 주차장,대구광역시 수성구 달구벌대로541길 47명복공원 주차장(고모동 산113-3),35.8578016,128.6592907,1,DC차데모+AC3상+DC콤보,50kW,,
문양역 야외주차장,대구광역시 달성군 다사읍 문양역길 71문양역 야외주차장(문양리 400),35.8647724,128.4360905,1,DC차데모+AC3상+DC콤보,50kW,,
반야월공영주차장,대구광역시 동구 율하동로 143반야월공영주차장(174-1 동부프라자),35.8631571,128.702498,1,DC차데모+AC3상+DC콤보,50kW,,
복현2동 행정복지센터,대구광역시 북구 복현로8길 16-5복현2동행정복지센터(복현2동 행정복지센터),35.895354,128.6254941,1,AC완속,7kW,,
복현장미공원,대구광역시 북구 경진로남1길 40복현장미공원(복현동 439-1),35.8933647,128.6173246,1,DC차데모+AC3상+DC콤보,50kW,,
본동 행정복지센터,대구광역시 달서구 구마로26길 62본동행정복지센터(867-3 본동행정복지센터),35.8344453,128.5410812,1,AC완속,7kW,,
봉덕2동 행정복지센터,대구광역시 남구 이천로10길 50봉덕2동행정복지센터(540-1 봉덕2동주민센터),35.8438374,128.6011308,1,AC완속,7kW,,
북구청,대구광역시 북구 옥산로 65북구청(침산동 447-16),35.885656,128.582946,1,DC차데모+AC3상+DC콤보,50kW,,
북구청,대구광역시 북구 옥산로 65북구청(침산동 447-16),35.885656,128.582946,2,AC완속,7kW,,
불로봉무동 행정복지센터,대구광역시 동구 팔공로25길 16불로봉무동행정복지센터(434 불로봉무동행정복지센터),35.9102375,128.6393011,1,AC완속,7kW,,
비산1동 행정복지센터,대구광역시 서구 북비산로65길 18비산1동행정복지센터(비산1동 주민센터),35.8811841,128.5689752,1,AC완속,7kW,,
비산4동 행정복지센터,대구광역시 서구 국채보상로78길 29-4비산4동행정복지센터(비산4동 주민센터),35.8697689,128.5742806,1,AC완속,7kW,,
비슬산자연휴양림공영주차장,대구광역시 달성군 유가읍 일연선사길 99비슬산자연휴양림공영주차장(용리 산10),35.6940873,128.5052268,1,DC차데모+AC3상+DC콤보,50kW,,
산격2동 행정복지센터,대구광역시 북구 동북로31길 30산격2동행정복지센터(산격2동 행정복지센터),35.9017379,128.6092486,1,AC완속,7kW,,
상공회의소,대구광역시 동구 동대구로 457상공회의소(신천동 107-2),35.8709959,128.6249646,1,DC차데모+AC3상+DC콤보,50kW,,
상동 행정복지센터,대구광역시 수성구 들안로9길 56상동행정복지센터(상동 행정복지센터),35.8321075,128.6154166,1,AC완속,7kW,,
상인1동 행정복지센터,대구광역시 달서구 상인서로 40상인1동행정복지센터(1528 상인1동행정복지센터),35.8142773,128.5450464,1,AC완속,7kW,,
상인2동 행정복지센터,대구광역시 달서구 상원로 27상인2동행정복지센터(1453-7 상인2동행정복지센터),35.812525,128.5362024,1,AC완속,7kW,,
상중이동 행정복지센터,대구광역시 서구 당산로 343상중이동 행정복지센터(중리동 1085-3),35.8666551,128.5462243,1,DC차데모+AC3상+DC콤보,50kW,,
서구국민체육센터,대구광역시 서구 문화로 72서구국민체육센터(315-15 서구국민체육센터),35.8734345,128.5408947,1,DC차데모+AC3상+DC콤보,50kW,,
서구국민체육센터,대구광역시 서구 문화로 72서구국민체육센터(315-15 서구국민체육센터),35.8734345,128.5408947,2,DC차데모+AC3상+DC콤보,100kW,,
서구청,대구광역시 서구 국채보상로 257서구청(1230-9 서구청),35.8718022,128.5592204,1,DC차데모+AC3상+DC콤보,50kW,,
서대구산업단지 근로자복지회관,대구광역시 서구 국채보상로 124서대구산업단지 근로자복지회관(중리동 1082-8),35.8684904,128.5447295,1,DC차데모+AC3상+DC콤보,50kW,,
서문주차빌딩(지상2층),대구광역시 중구 큰장로26길 45서문주차빌딩(지상2층)(대신동 115-378 서문주차빌딩(지상2층)),35.868908,128.5807522,1,DC차데모+AC3상+DC콤보,50kW,,
서문주차빌딩(지상2층),대구광역시 중구 큰장로26길 45서문주차빌딩(지상2층)(대신동 115-378 서문주차빌딩(지상2층)),35.868908,128.5807522,2,AC완속,7kW,,
서문주차빌딩(지상2층),대구광역시 중구 큰장로26길 45서문주차빌딩(지상2층)(대신동 115-378 서문주차빌딩(지상2층)),35.868908,128.5807522,3,AC완속,7kW,,
서문주차빌딩(지상2층),대구광역시 중구 큰장로26길 45서문주차빌딩(지상2층)(대신동 115-378 서문주차빌딩(지상2층)),35.868908,128.5807522,4,AC완속,7kW,,
서부법원 앞,대구광역시 달서구 장산남로 30서부법원 앞(용산동 230),35.8530184,128.5274666,1,AC완속,7kW,,
서부법원 앞,대구광역시 달서구 장산남로 30서부법원 앞(용산동 230),35.8530184,128.5274666,2,AC완속,7kW,,
서부법원 앞,대구광역시 달서구 장산남로 30서부법원 앞(용산동 230),35.8530184,128.5274666,3,AC완속,7kW,,
서부법원 앞,대구광역시 달서구 장산남로 30서부법원 앞(용산동 230),35.8530184,128.5274666,4,AC완속,7kW,,
성당동 행정복지센터,대구광역시 달서구 야외음악당로 38성당동행정복지센터(434-3 성당동행정복지센터),35.8405314,128.5529837,1,AC완속,7kW,,
성서체육공원주차장,대구광역시 달서구 성서공단로22길 25성서체육공원주차장(월암동 1-18),35.8326608,128.4966501,1,AC완속,7kW,,
성서체육공원주차장,대구광역시 달서구 성서공단로22길 25성서체육공원주차장(월암동 1-18),35.8326608,128.4966501,2,AC완속,7kW,,
성서체육공원주차장,대구광역시 달서구 성서공단로22길 25성서체육공원주차장(월암동 1-18),35.8326608,128.4966501,3,AC완속,7kW,,
성서체육공원주차장,대구광역시 달서구 성서공단로22길 25성서체육공원주차장(월암동 1-18),35.8326608,128.4966501,4,AC완속,7kW,,
성서홈플러스,대구광역시 달서구 달구벌대로 1467성서홈플러스 지하주차장(용산동 230-11),35.8494607,128.5274266,1,DC차데모+AC3상+DC콤보,50kW,,
